store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,active_sales_days,sales_frequency,coefficient_of_variation,abc_class,safety_stock,reorder_point,replenishment_risk
45,1660261,PRODUCE,9580.0,17.32,12.04,553,0.9341,0.6951501154734411,A,52.57,173.84,Medium Risk
49,1463896,BEVERAGES,9232.0,18.17,10.66,508,0.8581,0.5866813428728673,A,46.51,173.73,Medium Risk
44,1354713,GROCERY I,8012.0,15.62,14.75,513,0.8666,0.9443021766965429,A,64.4,173.73,Medium Risk
44,1686650,PRODUCE,10142.0,17.67,11.44,574,0.9696,0.6474250141482738,A,49.93,173.62,Medium Risk
47,1460808,DAIRY,11504.0,19.73,8.12,583,0.9848,0.4115560060821084,A,35.46,173.59,Medium Risk
45,165550,BEVERAGES,9855.0,16.73,12.93,589,0.9949,0.7728631201434548,A,56.46,173.58,Medium Risk
49,414454,GROCERY I,10531.0,18.0,10.89,585,0.9882,0.605,A,47.55,173.57,Medium Risk
45,964753,GROCERY I,11004.0,18.65,9.81,590,0.9966,0.526005361930295,A,42.82,173.37,Medium Risk
45,1084425,BEVERAGES,6707.0,15.45,14.92,434,0.7331,0.965695792880259,A,65.12,173.3,Medium Risk
47,1464312,BEVERAGES,6972.0,19.31,8.73,361,0.6098,0.4520973588814087,A,38.09,173.28,Medium Risk
44,996606,MEATS,11547.191,19.6,8.21,589,0.9949,0.4188775510204082,A,35.84,173.08,Medium Risk
45,1695815,PRODUCE,10863.0,18.44,10.07,589,0.9949,0.5460954446854663,A,43.97,173.08,Medium Risk
45,1965853,GROCERY I,9397.0,19.26,8.75,488,0.8243,0.4543094496365524,A,38.19,172.98,Medium Risk
45,1908028,PRODUCE,9190.0,17.05,12.28,539,0.9105,0.7202346041055718,A,53.6,172.96,Medium Risk
47,125430,GROCERY I,9806.0,18.23,10.38,538,0.9088,0.5693911135490949,A,45.32,172.91,Medium Risk
45,1171140,DAIRY,11775.0,20.06,7.44,587,0.9916,0.3708873379860419,A,32.47,172.89,Medium Risk
47,115611,GROCERY I,7837.0,17.73,11.16,442,0.7466,0.6294416243654822,A,48.71,172.83,Medium Risk
49,358231,CLEANING,11269.0,19.2,8.81,587,0.9916,0.45885416666666673,A,38.44,172.82,Medium Risk
47,1239853,POULTRY,10492.885,17.85,10.95,588,0.9932,0.6134453781512604,A,47.79,172.71,Medium Risk
47,315322,GROCERY I,9320.0,15.8,14.21,590,0.9966,0.899367088607595,A,62.03,172.6,Medium Risk
47,368213,DAIRY,11868.0,20.12,7.28,590,0.9966,0.36182902584493043,A,31.76,172.57,Medium Risk
45,1726000,PRODUCE,11474.0,19.68,7.97,583,0.9848,0.40497967479674796,A,34.79,172.56,Medium Risk
49,1920096,GROCERY I,10159.0,17.92,10.78,567,0.9578,0.6015624999999999,A,47.07,172.49,Medium Risk
47,567644,GROCERY I,7560.0,16.54,12.93,457,0.772,0.7817412333736397,A,56.44,172.24,Medium Risk
25,1963277,DAIRY,7265.0,15.86,14.02,458,0.7736,0.883984867591425,A,61.2,172.23,Medium Risk
44,271479,DAIRY,11176.0,19.14,8.74,584,0.9865,0.4566353187042842,A,38.13,172.09,Medium Risk
45,2013651,GROCERY I,6256.0,18.9,9.11,331,0.5591,0.482010582010582,A,39.78,172.09,Medium Risk
47,577741,GROCERY I,10998.0,18.74,9.37,587,0.9916,0.5,A,40.92,172.07,Medium Risk
45,916886,CLEANING,11330.0,19.43,8.24,583,0.9848,0.4240864642305713,A,35.97,172.01,Medium Risk
45,414620,GROCERY I,9958.0,17.85,10.79,558,0.9426,0.6044817927170867,A,47.09,172.01,Medium Risk
44,265086,BEVERAGES,6228.0,17.06,12.04,365,0.6166,0.7057444314185228,A,52.57,172.01,Medium Risk
49,1239854,POULTRY,10979.989,18.61,9.55,590,0.9966,0.5131649650725417,A,41.71,171.98,Medium Risk
44,1473405,PRODUCE,11026.0,19.11,8.74,577,0.9747,0.45735217163788594,A,38.15,171.92,Medium Risk
49,953427,DAIRY,9695.0,16.83,12.39,576,0.973,0.7361853832442069,A,54.08,171.9,Medium Risk
47,956013,GROCERY I,10976.0,18.6,9.53,590,0.9966,0.5123655913978494,A,41.6,171.83,Medium Risk
45,699692,MEATS,8587.602,15.42,14.63,557,0.9409,0.9487678339818418,A,63.88,171.81,Medium Risk
49,1239903,POULTRY,11454.794,19.48,8.11,588,0.9932,0.4163244353182751,A,35.4,171.77,Medium Risk
44,1920145,GROCERY I,9791.0,17.39,11.45,563,0.951,0.658424381828637,A,50.0,171.73,Medium Risk
45,819230,MEATS,9868.903,18.17,10.18,543,0.9172,0.5602641717116125,A,44.45,171.68,Medium Risk
44,939210,DAIRY,9776.0,18.66,9.41,524,0.8851,0.5042872454448017,A,41.08,171.68,Medium Risk
49,514242,GROCERY I,10216.0,17.74,10.88,576,0.973,0.6133032694475762,A,47.51,171.66,Medium Risk
47,2018397,BEVERAGES,5080.0,16.82,12.35,302,0.5101,0.7342449464922711,A,53.89,171.64,Medium Risk
47,1239906,DAIRY,10957.0,18.6,9.46,589,0.9949,0.5086021505376345,A,41.31,171.53,Medium Risk
44,1906100,PRODUCE,8684.0,17.51,11.21,496,0.8378,0.6402055968018275,A,48.93,171.49,Medium Risk
49,1695820,PRODUCE,10937.0,18.57,9.48,589,0.9949,0.5105008077544426,A,41.4,171.38,Medium Risk
44,1695841,PRODUCE,9524.841,20.18,6.89,472,0.7973,0.34142715559960357,A,30.09,171.34,Medium Risk
45,819228,MEATS,10209.62,17.51,11.16,583,0.9848,0.637350085665334,A,48.72,171.3,Medium Risk
47,1047733,BEVERAGES,8959.0,16.68,12.46,537,0.9071,0.7470023980815348,A,54.4,171.19,Medium Risk
49,1489660,PRODUCE,7097.187,15.3,14.69,464,0.7838,0.9601307189542483,A,64.11,171.18,Medium Risk
44,1084425,BEVERAGES,7334.0,16.44,12.84,446,0.7534,0.7810218978102189,A,56.05,171.15,Medium Risk
44,1239903,POULTRY,11136.307,18.88,8.92,590,0.9966,0.4724576271186441,A,38.93,171.06,Medium Risk
47,1696003,PRODUCE,10917.382,18.95,8.78,576,0.973,0.46332453825857517,A,38.32,170.99,Medium Risk
45,1489897,PRODUCE,8842.0,18.04,10.23,490,0.8277,0.5670731707317074,A,44.68,170.99,Medium Risk
45,681606,DAIRY,10400.0,17.72,10.75,587,0.9916,0.6066591422121896,A,46.91,170.93,Medium Risk
47,2005984,GROCERY I,5277.0,17.19,11.54,307,0.5186,0.6713205351948807,A,50.39,170.71,Medium Risk
45,926958,GROCERY I,10219.0,17.83,10.51,573,0.9679,0.5894559730790803,A,45.86,170.7,Medium Risk
45,514242,GROCERY I,9650.0,16.87,12.02,572,0.9662,0.7125074096028452,A,52.47,170.57,Medium Risk
44,1158720,GROCERY I,6969.0,17.21,11.48,405,0.6841,0.6670540383497966,A,50.1,170.55,Medium Risk
49,1944828,POULTRY,10243.786,17.78,10.51,576,0.973,0.5911136107986501,A,45.88,170.37,Medium Risk
49,115894,GROCERY I,10681.0,18.13,9.94,589,0.9949,0.5482625482625483,A,43.4,170.34,Medium Risk
49,1584574,PRODUCE,9280.0,17.54,10.89,529,0.8936,0.6208665906499431,A,47.54,170.34,Medium Risk
47,1660272,PRODUCE,8042.0,15.03,14.91,535,0.9037,0.9920159680638723,A,65.11,170.33,Medium Risk
44,1163583,GROCERY I,5322.0,16.23,13.0,328,0.5541,0.8009858287122612,A,56.75,170.33,Medium Risk
44,1642401,PRODUCE,10397.0,18.4,9.5,565,0.9544,0.516304347826087,A,41.49,170.3,Medium Risk
49,1397060,BEVERAGES,7438.0,17.18,11.45,433,0.7314,0.6664726426076834,A,49.98,170.23,Medium Risk
49,584078,MEATS,10670.133,18.3,9.62,583,0.9848,0.5256830601092896,A,41.98,170.09,Medium Risk
49,1695978,PRODUCE,10210.682,17.82,10.37,573,0.9679,0.5819304152637486,A,45.28,170.02,Medium Risk
45,1964111,PRODUCE,7949.0,17.43,10.99,456,0.7703,0.6305220883534137,A,47.96,169.98,Medium Risk
44,1695825,PRODUCE,11144.622,18.92,8.59,589,0.9949,0.4540169133192389,A,37.51,169.96,Medium Risk
44,1660188,PRODUCE,9513.0,17.62,10.68,540,0.9122,0.6061293984108966,A,46.62,169.93,Medium Risk
45,1288226,MEATS,10488.282,17.87,10.27,587,0.9916,0.5747062115277,A,44.83,169.9,Medium Risk
44,1989798,BREAD/BAKERY,8179.0,19.07,8.34,429,0.7247,0.4373361300471945,A,36.39,169.84,Medium Risk
44,1958252,BEVERAGES,9212.0,16.25,12.83,567,0.9578,0.7895384615384615,A,56.03,169.76,Medium Risk
44,1621529,PRODUCE,8522.0,16.81,11.91,507,0.8564,0.7085068411659727,A,51.98,169.64,Medium Risk
47,764439,GROCERY I,10572.0,17.95,10.01,589,0.9949,0.5576601671309193,A,43.69,169.34,Medium Risk
44,1920057,GROCERY I,9445.0,17.24,11.15,548,0.9257,0.6467517401392112,A,48.68,169.33,Medium Risk
45,1463886,BEVERAGES,10530.0,18.38,9.31,573,0.9679,0.5065288356909685,A,40.66,169.3,Medium Risk
44,890215,GROCERY I,9454.0,17.1,11.36,553,0.9341,0.6643274853801169,A,49.61,169.28,Medium Risk
47,1695882,PRODUCE,9268.515,18.17,9.63,510,0.8615,0.5299944964226747,A,42.02,169.24,Medium Risk
45,633997,MEATS,8509.011,16.05,13.02,530,0.8953,0.811214953271028,A,56.84,169.22,Medium Risk
49,362548,GROCERY I,10394.0,17.74,10.31,586,0.9899,0.5811724915445322,A,45.02,169.18,Medium Risk
49,1463897,BEVERAGES,8732.0,17.64,10.46,495,0.8361,0.5929705215419502,A,45.65,169.13,Medium Risk
47,1159597,CLEANING,8243.0,15.1,14.53,546,0.9223,0.9622516556291391,A,63.45,169.13,Medium Risk
45,1463882,BEVERAGES,10503.0,18.11,9.69,580,0.9797,0.5350635008282717,A,42.3,169.06,Medium Risk
44,255202,GROCERY I,9408.0,17.33,10.9,543,0.9172,0.6289671090594345,A,47.6,168.88,Medium Risk
47,1146802,GROCERY I,9925.0,17.05,11.32,582,0.9831,0.6639296187683285,A,49.43,168.8,Medium Risk
45,1489741,PRODUCE,9656.885,16.37,12.42,590,0.9966,0.7587049480757483,A,54.23,168.8,Medium Risk
44,587069,GROCERY I,9588.0,16.28,12.55,589,0.9949,0.7708845208845209,A,54.81,168.75,Medium Risk
45,1693645,PRODUCE,6223.0,16.73,11.8,372,0.6284,0.7053197848176928,A,51.5,168.6,Medium Risk
44,1463772,BEVERAGES,8473.0,16.39,12.33,517,0.8733,0.7522879804759,A,53.85,168.57,Medium Risk
44,1695815,PRODUCE,10937.0,18.57,8.84,589,0.9949,0.4760366182014001,A,38.57,168.55,Medium Risk
45,789223,CLEANING,9599.0,16.72,11.79,574,0.9696,0.7051435406698564,A,51.48,168.54,Medium Risk
25,215352,GROCERY I,8308.0,16.58,12.01,501,0.8463,0.724366706875754,A,52.43,168.51,Medium Risk
44,847894,BREAD/BAKERY,11458.0,19.42,7.45,590,0.9966,0.38362512873326465,A,32.53,168.47,Medium Risk
45,1147495,GROCERY I,10066.0,17.98,9.77,560,0.9459,0.5433815350389322,A,42.63,168.46,Medium Risk
49,890213,GROCERY I,10362.0,17.62,10.33,588,0.9932,0.5862656072644722,A,45.08,168.43,Medium Risk
47,1695887,PRODUCE,7660.203,16.73,11.75,458,0.7736,0.7023311416616855,A,51.29,168.37,Medium Risk
47,1473425,PRODUCE,8833.084,17.29,10.85,511,0.8632,0.6275303643724697,A,47.34,168.35,Medium Risk
45,1463819,BEVERAGES,8755.0,16.24,12.5,539,0.9105,0.769704433497537,A,54.57,168.27,Medium Risk
47,1464010,BEVERAGES,8735.0,16.54,11.98,528,0.8919,0.724304715840387,A,52.31,168.12,Medium Risk
47,1958201,BEVERAGES,9182.0,17.26,10.82,532,0.8986,0.6268829663962919,A,47.21,168.03,Medium Risk
44,849312,DAIRY,11049.0,18.92,8.14,584,0.9865,0.43023255813953487,A,35.54,167.98,Medium Risk
44,1951039,BEVERAGES,9255.0,16.59,11.88,558,0.9426,0.7160940325497288,A,51.87,167.98,Medium Risk
49,1084437,GROCERY I,10370.0,17.58,10.29,590,0.9966,0.5853242320819113,A,44.93,167.96,Medium Risk
49,1489895,PRODUCE,10264.0,17.49,10.43,587,0.9916,0.596340766152087,A,45.55,167.95,Medium Risk
25,1695845,PRODUCE,8963.0,17.24,10.83,520,0.8784,0.6281902552204177,A,47.26,167.91,Medium Risk
49,1463887,BEVERAGES,8974.0,15.8,13.13,568,0.9595,0.8310126582278481,A,57.3,167.9,Medium Risk
49,915810,DAIRY,11212.0,19.0,7.99,590,0.9966,0.4205263157894737,A,34.86,167.88,Medium Risk
44,108797,GROCERY I,9447.0,16.04,12.72,589,0.9949,0.7930174563591024,A,55.54,167.82,Medium Risk
45,305227,GROCERY I,10383.0,17.93,9.68,579,0.978,0.5398773006134969,A,42.26,167.79,Medium Risk
45,1464919,BEVERAGES,7697.0,15.9,12.93,484,0.8176,0.8132075471698113,A,56.43,167.75,Medium Risk
47,859966,DAIRY,7897.0,17.2,10.8,459,0.7753,0.6279069767441862,A,47.15,167.58,Medium Risk
44,1084881,GROCERY I,10012.0,16.97,11.17,590,0.9966,0.6582203889216265,A,48.77,167.56,Medium Risk
47,1642398,PRODUCE,9361.05,17.08,10.98,548,0.9257,0.6428571428571429,A,47.95,167.52,Medium Risk
45,1112450,BEVERAGES,6707.0,17.56,10.22,382,0.6453,0.5820045558086561,A,44.61,167.51,Medium Risk
49,1489741,PRODUCE,10230.288,17.43,10.39,587,0.9916,0.5960986804360299,A,45.35,167.35,Medium Risk
44,111397,GROCERY I,8998.0,15.35,13.69,586,0.9899,0.89185667752443,A,59.76,167.24,Medium Risk
47,1080021,GROCERY I,10751.0,18.25,9.02,589,0.9949,0.49424657534246574,A,39.39,167.16,Medium Risk
45,634010,MEATS,10325.622,17.62,10.03,586,0.9899,0.5692395005675368,A,43.8,167.15,Medium Risk
45,164037,GROCERY I,9382.0,15.9,12.76,590,0.9966,0.8025157232704402,A,55.71,167.03,Medium Risk
49,1501581,PRODUCE,10311.0,18.19,9.1,567,0.9578,0.5002748763056624,A,39.72,167.02,Medium Risk
45,847894,BREAD/BAKERY,11158.0,18.91,7.9,590,0.9966,0.41776837652035964,A,34.49,166.87,Medium Risk
44,279157,DAIRY,9683.0,16.67,11.49,581,0.9814,0.6892621475704859,A,50.15,166.82,Medium Risk
25,129635,DAIRY,7729.0,15.18,13.86,509,0.8598,0.9130434782608695,A,60.51,166.8,Medium Risk
44,1464076,BEVERAGES,10526.0,18.63,8.31,565,0.9544,0.4460547504025765,A,36.26,166.67,Medium Risk
44,502230,GROCERY I,8831.0,14.99,14.14,589,0.9949,0.9432955303535691,A,61.71,166.66,Medium Risk
47,1464043,BEVERAGES,9712.0,17.44,10.18,557,0.9409,0.5837155963302751,A,44.43,166.48,Medium Risk
49,557408,DAIRY,11546.0,19.57,6.74,590,0.9966,0.34440470107307103,A,29.41,166.39,Medium Risk
44,2026631,GROCERY I,8357.0,15.98,12.48,523,0.8834,0.7809762202753442,A,54.47,166.32,Medium Risk
44,164037,GROCERY I,9540.0,16.17,12.16,590,0.9966,0.7520098948670376,A,53.1,166.29,Medium Risk
49,1161555,BEVERAGES,8344.0,16.02,12.4,521,0.8801,0.7740324594257179,A,54.15,166.26,Medium Risk
49,1473485,PRODUCE,11195.241,18.97,7.65,590,0.9966,0.40326831839746974,A,33.41,166.23,Medium Risk
49,1164290,DAIRY,11533.0,19.55,6.73,590,0.9966,0.3442455242966752,A,29.38,166.22,Medium Risk
44,581742,GROCERY I,9775.0,16.6,11.46,589,0.9949,0.6903614457831325,A,50.04,166.22,Medium Risk
49,1579082,PRODUCE,6525.0,16.52,11.58,395,0.6672,0.7009685230024213,A,50.55,166.19,Medium Risk
47,1167545,BEVERAGES,9005.0,15.45,13.29,583,0.9848,0.8601941747572815,A,58.04,166.16,Medium Risk
44,173111,GROCERY I,10420.0,17.72,9.65,588,0.9932,0.5445823927765238,A,42.11,166.15,Medium Risk
45,1696003,PRODUCE,10179.764,18.05,9.09,564,0.9527,0.503601108033241,A,39.69,166.03,Medium Risk
47,368260,GROCERY I,9891.0,17.23,10.4,574,0.9696,0.6035983749274522,A,45.38,166.01,Medium Risk
45,1089843,BREAD/BAKERY,10283.0,17.49,9.98,588,0.9932,0.570611778158948,A,43.58,166.0,Medium Risk
47,1422835,DAIRY,11226.0,19.03,7.51,590,0.9966,0.3946400420388859,A,32.78,165.97,Medium Risk
44,849080,DAIRY,10252.0,17.55,9.87,584,0.9865,0.5623931623931623,A,43.07,165.95,Medium Risk
45,911989,CLEANING,9321.0,17.29,10.26,539,0.9105,0.5934065934065934,A,44.78,165.84,Medium Risk
45,1047686,BEVERAGES,6306.0,16.64,11.28,379,0.6402,0.6778846153846153,A,49.25,165.72,Medium Risk
45,1696020,PRODUCE,10245.0,17.6,9.72,582,0.9831,0.5522727272727272,A,42.44,165.66,Medium Risk
45,557408,DAIRY,10555.0,18.1,8.9,583,0.9848,0.4917127071823204,A,38.83,165.56,Medium Risk
44,513855,CLEANING,10223.0,17.66,9.61,579,0.978,0.5441676104190261,A,41.96,165.55,Medium Risk
44,577741,GROCERY I,10808.0,18.32,8.55,590,0.9966,0.466703056768559,A,37.3,165.53,Medium Risk
45,1711747,PRODUCE,9408.0,16.92,10.79,556,0.9392,0.6377068557919621,A,47.09,165.53,Medium Risk
45,1920045,GROCERY I,10242.0,17.75,9.43,577,0.9747,0.5312676056338028,A,41.15,165.4,Medium Risk
44,2031266,PRODUCE,9901.0,17.25,10.22,574,0.9696,0.592463768115942,A,44.61,165.35,Medium Risk
47,211206,GROCERY I,8398.0,15.16,13.56,554,0.9358,0.8944591029023747,A,59.22,165.33,Medium Risk
44,1718310,PRODUCE,9497.0,17.52,9.77,542,0.9155,0.557648401826484,A,42.67,165.32,Medium Risk
25,1473477,PRODUCE,8953.595,17.02,10.54,526,0.8885,0.6192714453584018,A,46.02,165.17,Medium Risk
47,1463887,BEVERAGES,9066.0,15.88,12.36,571,0.9645,0.778337531486146,A,53.97,165.12,Medium Risk
44,838415,DAIRY,10574.0,17.95,9.01,589,0.9949,0.501949860724234,A,39.34,165.0,Medium Risk
44,514242,GROCERY I,8571.0,15.2,13.4,564,0.9527,0.8815789473684211,A,58.48,164.86,Medium Risk
44,1686665,PRODUCE,10187.0,17.72,9.33,575,0.9713,0.5265237020316027,A,40.73,164.74,Medium Risk
44,1960691,PRODUCE,9565.0,16.87,10.68,567,0.9578,0.6330764671013633,A,46.63,164.72,Medium Risk
47,2026801,GROCERY I,10543.0,18.34,8.32,575,0.9713,0.4536532170119957,A,36.32,164.67,Medium Risk
44,738219,CLEANING,7923.0,16.44,11.32,482,0.8142,0.6885644768856447,A,49.43,164.49,Medium Risk
45,1167545,BEVERAGES,8486.0,14.73,14.05,576,0.973,0.9538357094365241,A,61.33,164.46,Medium Risk
47,819228,MEATS,10622.332,18.1,8.63,587,0.9916,0.4767955801104972,A,37.69,164.36,Medium Risk
45,1919795,DAIRY,10875.0,18.43,8.09,590,0.9966,0.4389582202930005,A,35.33,164.35,Medium Risk
47,583799,MEATS,11109.443,18.86,7.4,589,0.9949,0.39236479321314954,A,32.3,164.33,Medium Risk
49,1960591,PRODUCE,7756.0,17.79,9.11,436,0.7365,0.5120854412591344,A,39.77,164.3,Medium Risk
44,819228,MEATS,10216.758,17.38,9.77,588,0.9932,0.5621403912543154,A,42.66,164.29,Medium Risk
47,1109391,GROCERY I,9842.0,17.12,10.17,575,0.9713,0.5940420560747663,A,44.41,164.23,Medium Risk
47,1137146,GROCERY I,8833.0,15.58,12.63,567,0.9578,0.8106546854942234,A,55.13,164.18,Medium Risk
45,1239914,DAIRY,10443.0,17.73,9.15,589,0.9949,0.5160744500846024,A,39.96,164.07,Medium Risk
49,1239789,DAIRY,8787.0,17.64,9.27,498,0.8412,0.5255102040816326,A,40.48,163.99,Medium Risk
49,1695840,PRODUCE,8834.0,17.74,9.11,498,0.8412,0.5135287485907554,A,39.79,163.96,Medium Risk
49,838406,DAIRY,10992.0,19.15,6.85,574,0.9696,0.3577023498694517,A,29.9,163.95,Medium Risk
45,1328340,GROCERY I,10641.0,18.41,8.04,578,0.9764,0.4367191743617599,A,35.08,163.95,Medium Risk
44,111223,GROCERY I,9388.0,16.16,11.61,581,0.9814,0.7184405940594059,A,50.7,163.81,Medium Risk
44,986193,BREAD/BAKERY,10968.0,18.62,7.66,589,0.9949,0.4113856068743287,A,33.42,163.77,Medium Risk
45,1473425,PRODUCE,9560.321,17.61,9.25,543,0.9172,0.5252697331061896,A,40.4,163.65,Medium Risk
45,452212,BREAD/BAKERY,10764.0,18.28,8.17,589,0.9949,0.4469365426695842,A,35.68,163.6,Medium Risk
49,964753,GROCERY I,9912.0,16.8,10.52,590,0.9966,0.6261904761904762,A,45.94,163.54,Medium Risk
45,564110,GROCERY I,8413.0,15.61,12.43,539,0.9105,0.7962844330557335,A,54.25,163.51,Medium Risk
44,1179579,BREAD/BAKERY,9570.0,16.22,11.44,590,0.9966,0.7053020961775586,A,49.93,163.47,Medium Risk
49,1741423,PRODUCE,5983.0,16.3,11.29,367,0.6199,0.6926380368098158,A,49.27,163.39,Medium Risk
49,158842,DAIRY,10554.0,17.89,8.74,590,0.9966,0.48854108440469535,A,38.16,163.38,Medium Risk
47,1963740,BREAD/BAKERY,7833.0,16.05,11.67,488,0.8243,0.7271028037383177,A,50.94,163.3,Medium Risk
49,1503891,PRODUCE,10109.0,17.37,9.53,582,0.9831,0.5486470926885434,A,41.6,163.19,Medium Risk
45,223136,GROCERY I,8385.0,14.68,13.83,571,0.9645,0.9420980926430518,A,60.39,163.19,Medium Risk
45,265279,BREAD/BAKERY,9562.0,16.35,11.17,585,0.9882,0.6831804281345565,A,48.75,163.16,Medium Risk
47,1350565,BEVERAGES,9619.0,17.78,8.86,541,0.9139,0.49831271091113605,A,38.66,163.12,Medium Risk
45,213653,GROCERY I,8772.0,14.87,13.5,590,0.9966,0.9078681909885676,A,58.93,163.0,Medium Risk
44,414623,GROCERY I,10233.0,17.52,9.23,584,0.9865,0.5268264840182649,A,40.31,162.97,Medium Risk
49,888682,BREAD/BAKERY,10367.0,18.0,8.46,576,0.973,0.47000000000000003,A,36.95,162.94,Medium Risk
49,1417697,GROCERY I,9917.0,17.8,8.77,557,0.9409,0.4926966292134831,A,38.29,162.92,Medium Risk
44,315220,GROCERY I,10830.0,18.39,7.82,589,0.9949,0.42523110386079394,A,34.13,162.84,Medium Risk
49,699693,MEATS,9558.674,17.22,9.68,555,0.9375,0.562137049941928,A,42.25,162.81,Medium Risk
47,1463886,BEVERAGES,10098.0,17.2,9.7,587,0.9916,0.563953488372093,A,42.35,162.77,Medium Risk
47,557408,DAIRY,11015.0,18.96,6.88,581,0.9814,0.36286919831223624,A,30.05,162.76,Medium Risk
45,1455485,BEVERAGES,5266.0,15.31,12.73,344,0.5811,0.8314826910516002,A,55.58,162.73,Medium Risk
49,1975686,GROCERY I,9790.0,17.12,9.82,572,0.9662,0.5735981308411214,A,42.88,162.69,Medium Risk
44,1342003,GROCERY I,9576.0,16.23,11.24,590,0.9966,0.6925446703635243,A,49.07,162.69,Medium Risk
47,215303,GROCERY I,8783.0,14.91,13.33,589,0.9949,0.8940308517773307,A,58.21,162.59,Medium Risk
47,1489897,PRODUCE,7577.0,16.88,10.18,449,0.7584,0.6030805687203792,A,44.46,162.59,Medium Risk
45,211206,GROCERY I,8543.0,15.01,13.16,569,0.9611,0.876748834110593,A,57.45,162.55,Medium Risk
44,1239807,DAIRY,10931.0,18.62,7.36,587,0.9916,0.3952738990332975,A,32.14,162.5,Medium Risk
45,1473511,PRODUCE,10277.748,17.81,8.65,577,0.9747,0.4856822010106682,A,37.76,162.45,Medium Risk
47,1473409,PRODUCE,10603.018,18.09,8.2,586,0.9899,0.4532891100055279,A,35.79,162.44,Medium Risk
47,1958218,BEVERAGES,8478.0,14.59,13.8,581,0.9814,0.945853324194654,A,60.24,162.38,Medium Risk
49,903955,BEVERAGES,7788.0,18.07,8.22,431,0.728,0.4548976203652463,A,35.87,162.36,Medium Risk
49,315220,GROCERY I,10721.0,18.17,8.03,590,0.9966,0.4419372592184919,A,35.04,162.24,Medium Risk
45,1085246,MEATS,9257.414999999999,15.91,11.64,582,0.9831,0.7316153362664991,A,50.82,162.16,Medium Risk
49,1164923,BEVERAGES,8933.0,15.92,11.6,561,0.9476,0.728643216080402,A,50.64,162.1,Medium Risk
47,765092,POULTRY,6605.914,14.55,13.8,454,0.7669,0.9484536082474226,A,60.23,162.09,Medium Risk
47,315179,BEVERAGES,7712.0,14.61,13.65,528,0.8919,0.9342915811088296,A,59.58,161.83,Medium Risk
44,940592,CLEANING,8370.0,14.58,13.68,574,0.9696,0.9382716049382716,A,59.74,161.81,Medium Risk
45,1464941,BEVERAGES,8430.0,15.97,11.45,528,0.8919,0.7169693174702566,A,50.0,161.76,Medium Risk
47,949511,GROCERY I,10800.0,18.31,7.7,590,0.9966,0.4205352266521027,A,33.59,161.73,Medium Risk
47,1239955,DAIRY,9838.0,16.73,10.21,588,0.9932,0.6102809324566647,A,44.58,161.69,Medium Risk
45,513855,CLEANING,9462.0,16.75,10.17,565,0.9544,0.6071641791044776,A,44.39,161.62,Medium Risk
45,1239790,DAIRY,8221.0,16.57,10.41,496,0.8378,0.6282438141219071,A,45.46,161.49,Medium Risk
49,1239806,DAIRY,9423.0,19.07,6.38,494,0.8345,0.33455689564761404,A,27.84,161.37,Medium Risk
45,364724,GROCERY I,10007.0,17.56,8.8,570,0.9628,0.5011389521640092,A,38.41,161.3,Medium Risk
45,1354719,GROCERY I,8441.0,15.38,12.29,549,0.9274,0.7990897269180753,A,53.66,161.29,Medium Risk
25,1968390,DAIRY,7112.0,15.23,12.51,467,0.7889,0.8214051214707813,A,54.59,161.2,Medium Risk
49,847894,BREAD/BAKERY,11012.0,18.73,6.88,588,0.9932,0.36732514682327816,A,30.03,161.12,Medium Risk
49,1014864,DAIRY,10626.0,18.1,7.85,587,0.9916,0.4337016574585635,A,34.26,160.98,Medium Risk
47,789224,CLEANING,9827.0,16.74,10.02,587,0.9916,0.5985663082437276,A,43.76,160.95,Medium Risk
45,2037487,PRODUCE,9451.0,16.64,10.17,568,0.9595,0.6111778846153846,A,44.42,160.89,Medium Risk
47,890213,GROCERY I,9663.0,16.49,10.38,586,0.9899,0.629472407519709,A,45.32,160.74,Medium Risk
47,1473483,PRODUCE,10292.421,17.81,8.26,578,0.9764,0.4637843907916901,A,36.04,160.69,Medium Risk
49,1464087,BEVERAGES,9597.0,16.78,9.88,572,0.9662,0.5887961859356377,A,43.15,160.59,Medium Risk
25,364606,GROCERY I,8710.0,16.56,10.23,526,0.8885,0.6177536231884059,A,44.64,160.56,Medium Risk
49,315221,GROCERY I,10416.0,17.71,8.37,588,0.9932,0.4726143421795595,A,36.55,160.55,Medium Risk
47,564110,GROCERY I,8475.0,15.24,12.33,556,0.9392,0.8090551181102362,A,53.81,160.51,Medium Risk
47,1464092,BEVERAGES,8971.0,15.63,11.69,574,0.9696,0.747920665387076,A,51.03,160.44,Medium Risk
47,1346624,GROCERY I,9571.0,16.76,9.86,571,0.9645,0.5883054892601431,A,43.03,160.36,Medium Risk
47,115891,GROCERY I,10426.0,17.67,8.39,590,0.9966,0.4748160724391624,A,36.64,160.34,Medium Risk
44,1239854,POULTRY,9737.239,16.53,10.2,589,0.9949,0.6170598911070779,A,44.51,160.23,Medium Risk
47,1741423,PRODUCE,6467.0,15.51,11.82,417,0.7044,0.7620889748549323,A,51.61,160.17,Medium Risk
45,1658994,PRODUCE,7221.0,15.87,11.23,455,0.7686,0.7076244486452427,A,49.02,160.12,Medium Risk
